[CURSOR-ABS] hand=(0.507,0.267) filter=(0.514,0.344) target=(816,895) cursor=(793,985)
[CURSOR-ABS] hand=(0.517,0.222) filter=(0.514,0.322) target=(835,795) cursor=(816,896)
[CURSOR-ABS] hand=(0.513,0.167) filter=(0.514,0.293) target=(837,730) cursor=(835,796)
[CURSOR-ABS] hand=(0.516,0.358) filter=(0.516,0.358) target=(697,682) cursor=(837,730)
[CURSOR-ABS] hand=(0.534,0.341) filter=(0.519,0.355) target=(685,675) cursor=(698,682)
[CURSOR-ABS] hand=(0.549,0.325) filter=(0.524,0.350) target=(666,664) cursor=(685,675)
[CURSOR-ABS] hand=(0.562,0.306) filter=(0.531,0.342) target=(640,647) cursor=(666,664)
[CURSOR-ABS] hand=(0.568,0.283) filter=(0.537,0.332) target=(615,625) cursor=(640,647)
[CURSOR-ABS] hand=(0.571,0.257) filter=(0.543,0.318) target=(593,596) cursor=(615,625)
[CURSOR-ABS] hand=(0.565,0.227) filter=(0.547,0.302) target=(578,561) cursor=(593,596)
[CURSOR-ABS] hand=(0.560,0.201) filter=(0.549,0.283) target=(570,520) cursor=(578,561)
[CURSOR-ABS] hand=(0.545,0.171) filter=(0.548,0.262) target=(573,475) cursor=(570,521)
[CURSOR-ABS] hand=(0.531,0.161) filter=(0.545,0.243) target=(585,434) cursor=(573,475)
[CURSOR-ABS] hand=(0.512,0.147) filter=(0.540,0.226) target=(606,396) cursor=(585,434)
[CURSOR-ABS] hand=(0.496,0.133) filter=(0.532,0.208) target=(635,358) cursor=(606,396)
[CURSOR-ABS] hand=(0.482,0.135) filter=(0.523,0.195) target=(660,322) cursor=(635,358)
[CURSOR-ABS] hand=(0.465,0.135) filter=(0.513,0.183) target=(694,291) cursor=(660,322)
[CURSOR-ABS] hand=(0.446,0.153) filter=(0.501,0.178) target=(745,279) cursor=(694,291)
[CURSOR-ABS] hand=(0.430,0.169) filter=(0.488,0.176) target=(799,282) cursor=(744,279)
[CURSOR-ABS] hand=(0.417,0.176) filter=(0.476,0.176) target=(853,288) cursor=(798,282)
[CURSOR-ABS] hand=(0.403,0.192) filter=(0.462,0.179) target=(905,294) cursor=(852,288)
[CURSOR-ABS] hand=(0.392,0.205) filter=(0.449,0.183) target=(953,304) cursor=(904,294)
[CURSOR-ABS] hand=(0.384,0.219) filter=(0.437,0.190) target=(999,318) cursor=(953,304)
